school_id,school_name,district,software_name,license_type,licenses_purchased,licenses_assigned,licenses_used,last_used_date,renewal_date,annual_cost,grade_band,0
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,536,398,230,2024-01-25,2024-06-25,9648,Elementary,
SCH005,Riverside High,Durham County,Canvas,Site License,178,120,113,2024-09-16,2025-08-13,3916,High,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,1105,957,601,2024-03-14,2024-09-09,19890,Elementary,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,772,586,585,2024-08-01,2024-12-04,5404,Elementary,
SCH005,Riverside High,Durham County,iReady,Per Student,188,179,158,2024-09-16,2025-07-02,4136,High,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,1012,629,512,2024-07-10,2024-12-16,5060,Elementary,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,756,576,341,2024-10-24,2025-05-12,6804,High,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,1168,873,852,2024-11-25,2025-03-24,22192,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,423,287,159,2024-08-22,2024-10-09,5922,Elementary,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,458,284,222,2024-06-07,2025-03-27,7786,Middle,
SCH005,Riverside High,Durham County,Canvas,Site License,568,349,339,2024-04-07,2024-09-30,9088,High,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,729,576,351,2024-07-07,2025-03-17,12393,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,744,541,524,2024-12-20,2025-09-30,11904,Elementary,
SCH005,Riverside High,Durham County,iReady,Per Student,219,185,102,2024-08-08,2025-07-12,2190,High,
SCH005,Riverside High,Durham County,iReady,Per Student,707,476,258,2024-06-16,2024-12-14,9898,High,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,922,638,546,2024-06-28,2025-03-13,5532,Elementary,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,940,704,679,2024-01-30,2024-04-07,23500,High,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,1100,1070,698,2024-01-16,2024-04-28,26400,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,308,192,126,2024-11-26,2025-07-01,4928,Elementary,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,116,107,62,2024-12-13,2025-08-30,1856,Elementary,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,207,197,115,2024-09-28,2025-05-03,3519,High,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,620,435,246,2024-01-14,2024-05-18,12400,High,
SCH005,Riverside High,Durham County,Canvas,Site License,1200,780,524,2024-05-13,2025-01-26,13200,High,
SCH005,Riverside High,Durham County,iReady,Per Student,1471,1384,896,2024-03-03,2024-06-10,10297,High,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,961,620,473,2024-12-07,2025-07-02,6727,Elementary,
SCH005,Riverside High,Durham County,PowerSchool,Site License,644,539,349,2024-12-30,2025-12-21,6440,High,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,509,336,219,2024-03-12,2024-08-10,10180,High,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,1184,1003,689,2024-08-27,2025-07-05,10656,Elementary,
SCH005,Riverside High,Durham County,Google Workspace,Per User,184,149,124,2024-09-02,2025-06-28,3312,High,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,201,136,108,2024-11-24,2025-01-30,3819,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,1109,841,485,2024-10-09,2025-10-01,25507,Elementary,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,936,818,437,2024-03-04,2024-12-24,8424,Middle,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,381,310,212,2024-06-26,2025-04-17,5334,High,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,452,433,357,2024-05-20,2024-08-22,11300,Elementary,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,1142,732,623,2024-11-24,2025-03-20,26266,High,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,400,399,383,2024-11-05,2025-05-26,9200,High,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,216,134,100,2024-11-29,2025-04-15,4968,Elementary,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,1358,845,676,2024-11-17,2025-09-22,19012,Elementary,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,551,536,475,2024-06-01,2025-02-18,3857,High,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,950,782,638,2024-08-25,2025-01-06,14250,Elementary,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,690,577,464,2024-07-23,2024-10-27,11040,High,
SCH005,Riverside High,Durham County,PowerSchool,Site License,267,200,130,2024-08-26,2024-11-26,3471,High,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,338,226,119,2024-05-28,2025-01-09,8112,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,377,309,301,2024-06-09,2024-10-14,3770,Elementary,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,1006,858,586,2024-09-11,2024-10-22,7042,Elementary,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,986,714,467,2024-10-25,2025-05-23,5916,Elementary,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,1063,942,922,2024-11-30,2025-08-27,14882,Elementary,
SCH005,Riverside High,Durham County,Google Workspace,Per User,270,217,125,2024-05-15,2024-12-18,4590,High,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,870,548,373,2024-07-04,2025-05-13,12180,High,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,1082,879,830,2024-10-08,2025-03-30,25968,Elementary,
SCH005,Riverside High,Durham County,Google Workspace,Per User,313,311,179,2024-07-20,2025-02-26,4695,High,
SCH005,Riverside High,Durham County,iReady,Per Student,345,257,230,2024-09-13,2024-11-02,2070,High,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,732,681,605,2024-08-21,2024-12-05,17568,Elementary,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,721,595,380,2024-07-20,2025-06-30,10094,High,
SCH005,Riverside High,Durham County,iReady,Per Student,1088,1076,1059,2024-09-29,2025-07-06,25024,High,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,84,73,57,2024-12-10,2025-03-06,1512,High,
SCH005,Riverside High,Durham County,iReady,Per Student,1459,902,756,2024-08-30,2025-02-11,36475,High,
SCH005,Riverside High,Durham County,PowerSchool,Site License,516,493,259,2024-10-25,2025-07-27,5160,High,
SCH005,Riverside High,Durham County,Zoom,Per Host,1319,1180,741,2024-12-14,2025-05-17,7914,High,
SCH005,Riverside High,Durham County,Zoom,Per Host,275,189,96,2024-08-13,2025-02-19,4950,High,
SCH002,Pine Valley High,Wake County,Canvas,Site License,1464,1086,963,2024-09-13,2025-08-22,29280,Middle,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,332,331,218,2024-10-14,2025-04-28,6640,Elementary,
SCH005,Riverside High,Durham County,Canvas,Site License,692,503,368,2024-09-29,2025-04-22,15224,High,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,1444,1136,1063,2024-04-08,2024-09-11,18772,High,
SCH005,Riverside High,Durham County,iReady,Per Student,510,382,264,2024-12-26,2025-05-11,10200,High,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,764,744,741,2024-05-20,2024-11-13,6112,High,
SCH005,Riverside High,Durham County,Zoom,Per Host,1162,891,647,2024-06-25,2024-10-07,16268,High,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,211,170,141,2024-12-01,2025-05-11,4220,Elementary,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,1153,829,701,2024-12-22,2025-06-09,10377,Middle,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,1251,872,560,2024-01-26,2024-11-22,15012,Elementary,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,255,205,144,2024-08-29,2024-11-18,2295,Middle,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,373,327,284,2024-09-01,2025-08-30,4103,Elementary,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,634,545,302,2024-02-15,2025-02-12,14582,High,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,126,86,69,2024-03-31,2024-05-18,2142,Middle,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,642,404,204,2024-06-01,2025-04-17,15408,Elementary,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,632,495,411,2024-10-05,2025-07-30,12640,Elementary,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,1008,743,469,2024-02-27,2024-09-13,10080,Middle,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,576,528,359,2024-01-08,2024-07-28,8064,Elementary,
SCH005,Riverside High,Durham County,Zoom,Per Host,445,311,311,2024-11-23,2025-07-18,8010,High,
SCH005,Riverside High,Durham County,iReady,Per Student,227,187,178,2024-02-18,2024-06-21,2043,High,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,558,335,233,2024-07-15,2024-12-12,10602,Elementary,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,668,405,268,2024-11-30,2025-07-02,8016,High,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,292,234,156,2024-03-22,2024-11-14,6132,Elementary,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,290,255,202,2024-07-07,2025-06-16,3480,High,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,1029,695,579,2024-11-06,2025-06-15,18522,Middle,
SCH005,Riverside High,Durham County,Canvas,Site License,1150,1100,773,2024-05-06,2025-04-06,8050,High,
SCH005,Riverside High,Durham County,Canvas,Site License,1131,1038,889,2024-02-09,2024-12-23,9048,High,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,1085,754,670,2024-10-01,2025-01-15,10850,Elementary,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,954,631,420,2024-10-25,2025-08-01,6678,High,
SCH005,Riverside High,Durham County,Canvas,Site License,163,155,93,2024-09-19,2025-05-19,3097,High,
SCH005,Riverside High,Durham County,Google Workspace,Per User,1194,952,820,2024-06-06,2024-07-17,20298,High,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,496,445,240,2024-01-24,2024-09-26,7936,High,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,173,111,85,2024-01-17,2024-07-11,3114,Elementary,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,1363,1247,1006,2024-07-14,2025-03-30,23171,Middle,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,1448,1420,846,2024-11-30,2025-06-26,11584,Elementary,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,854,782,456,2024-04-24,2024-05-25,4270,Middle,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,1429,1414,1141,2024-09-29,2025-05-11,17148,High,
SCH002,Pine Valley High,Wake County,Canvas,Site License,758,533,407,2024-04-06,2024-07-02,4548,Middle,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,82,64,45,2024-02-04,2024-04-25,1968,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,1274,1108,603,2024-05-05,2024-06-26,21658,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,1155,804,788,2024-01-29,2024-05-09,24255,Elementary,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,1229,900,745,2024-11-02,2025-05-15,14748,High,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,1402,1374,913,2024-07-30,2025-01-29,18226,High,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,1261,1206,782,2024-11-16,2025-07-22,27742,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,755,648,592,2024-06-12,2025-02-10,13590,Elementary,
SCH002,Pine Valley High,Wake County,iReady,Per Student,820,586,568,2024-08-30,2025-01-30,9840,Middle,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,345,325,176,2024-10-14,2025-06-12,6210,High,
SCH005,Riverside High,Durham County,PowerSchool,Site License,324,293,208,2024-05-10,2024-09-21,4860,High,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,809,532,363,2024-01-27,2024-07-12,13753,Elementary,
SCH005,Riverside High,Durham County,PowerSchool,Site License,130,82,53,2024-10-27,2025-09-08,1430,High,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,731,593,303,2024-04-18,2024-08-23,5848,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,1474,1093,952,2024-05-02,2025-03-10,22110,Elementary,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,1004,875,769,2024-07-02,2025-01-05,13052,High,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,1068,878,489,2024-08-28,2025-03-09,11748,High,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,897,561,393,2024-03-15,2024-04-22,11661,High,
SCH005,Riverside High,Durham County,PowerSchool,Site License,1236,1109,981,2024-05-31,2024-09-16,13596,High,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,827,787,518,2024-09-12,2025-07-20,20675,High,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,1050,1000,828,2024-09-08,2025-05-31,10500,High,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,336,326,210,2024-10-04,2025-09-27,2016,High,
SCH005,Riverside High,Durham County,Google Workspace,Per User,202,127,63,2024-07-30,2024-11-07,5050,High,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,1498,1052,535,2024-04-21,2025-02-03,28462,Middle,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,1315,1283,1140,2024-01-09,2024-02-11,28930,High,
SCH005,Riverside High,Durham County,Canvas,Site License,74,44,38,2024-05-20,2025-03-20,1036,High,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,1479,1327,846,2024-02-24,2024-05-13,31059,Elementary,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,443,423,345,2024-05-09,2024-12-06,5759,Middle,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,814,695,582,2024-10-16,2025-03-19,9768,Elementary,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,215,212,189,2024-01-17,2024-04-03,3655,High,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,1181,951,503,2024-11-22,2024-12-26,11810,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,938,892,847,2024-06-18,2025-05-03,7504,Elementary,
SCH005,Riverside High,Durham County,Google Workspace,Per User,520,366,360,2024-10-17,2025-07-17,6760,High,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,1451,1157,1134,2024-10-15,2024-11-30,14510,Elementary,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,474,434,253,2024-12-30,2025-08-20,3318,High,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,1204,845,712,2024-07-18,2025-05-20,18060,High,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,336,221,174,2024-06-26,2024-08-22,2688,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,205,166,160,2024-11-10,2025-10-10,3485,Elementary,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,1348,1087,1004,2024-09-08,2025-02-01,21568,High,
SCH005,Riverside High,Durham County,Canvas,Site License,934,655,626,2024-12-04,2025-07-16,6538,High,
SCH005,Riverside High,Durham County,iReady,Per Student,554,514,294,2024-02-12,2024-07-28,4986,High,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,1348,965,860,2024-07-18,2025-01-26,21568,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,60,45,36,2024-07-03,2024-12-18,480,Elementary,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,433,369,298,2024-10-12,2025-08-22,9093,Middle,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,103,66,55,2024-10-10,2024-12-26,2472,Elementary,
SCH005,Riverside High,Durham County,iReady,Per Student,838,508,328,2024-07-30,2025-03-15,5866,High,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,1221,998,585,2024-12-16,2025-07-28,12210,High,
SCH002,Pine Valley High,Wake County,iReady,Per Student,666,536,520,2024-03-15,2024-05-16,6660,Middle,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,912,700,597,2024-02-09,2024-09-10,11856,Elementary,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,1330,1305,1260,2024-11-11,2025-03-21,25270,Middle,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,673,406,304,2024-06-19,2025-06-01,11441,Elementary,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,735,661,634,2024-03-10,2024-09-09,11025,High,
SCH005,Riverside High,Durham County,Zoom,Per Host,461,398,279,2024-03-31,2024-11-19,6915,High,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,1473,1385,1281,2024-05-04,2024-11-16,25041,High,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,797,536,370,2024-10-30,2025-09-04,7970,High,
SCH005,Riverside High,Durham County,Google Workspace,Per User,995,959,586,2024-08-12,2025-02-07,6965,High,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,1072,714,681,2024-06-04,2024-11-04,13936,Elementary,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,916,742,408,2024-08-17,2025-07-19,18320,Middle,
SCH005,Riverside High,Durham County,Canvas,Site License,1144,945,944,2024-12-20,2025-08-21,25168,High,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,1486,1440,1328,2024-11-22,2025-02-03,11888,Elementary,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,1411,1209,774,2024-11-27,2025-11-05,8466,Middle,
SCH005,Riverside High,Durham County,Zoom,Per Host,1437,1271,974,2024-08-08,2024-10-31,7185,High,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,504,432,407,2024-09-22,2025-08-03,11592,Elementary,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,962,768,584,2024-08-25,2025-07-22,20202,High,
SCH002,Pine Valley High,Wake County,iReady,Per Student,100,90,51,2024-05-31,2025-01-28,700,Middle,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,340,293,225,2024-06-24,2025-03-14,3740,Elementary,
SCH005,Riverside High,Durham County,Canvas,Site License,763,700,399,2024-08-12,2025-04-30,11445,High,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,141,135,81,2024-01-12,2024-08-04,3525,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,386,293,278,2024-03-30,2025-02-05,3860,Elementary,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,923,789,512,2024-07-26,2025-07-13,9230,High,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,1396,1279,1044,2024-01-15,2024-12-24,15356,Middle,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,929,756,380,2024-12-26,2025-05-14,10219,Elementary,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,178,119,110,2024-10-01,2025-02-03,2848,High,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,987,650,459,2024-12-09,2025-09-15,20727,High,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,845,819,609,2024-10-27,2025-01-23,13520,High,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,1314,964,898,2024-12-10,2025-06-10,31536,High,
SCH005,Riverside High,Durham County,Google Workspace,Per User,1426,992,656,2024-03-01,2024-07-31,19964,High,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,814,560,541,2024-07-17,2025-03-18,19536,Elementary,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,835,717,453,2024-09-06,2025-08-27,18370,Middle,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,391,359,252,2024-03-12,2024-07-15,5865,Middle,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,159,140,71,2024-09-05,2024-12-13,1749,Elementary,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,1085,985,745,2024-07-28,2025-05-05,19530,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,392,256,135,2024-04-22,2024-10-18,2352,Elementary,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,1151,837,504,2024-08-22,2025-07-07,23020,High,
SCH005,Riverside High,Durham County,PowerSchool,Site License,281,241,134,2024-05-17,2025-03-21,4496,High,
SCH005,Riverside High,Durham County,Google Workspace,Per User,953,850,536,2024-08-05,2024-10-26,23825,High,
SCH002,Pine Valley High,Wake County,iReady,Per Student,116,97,64,2024-06-27,2024-09-09,2204,Middle,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,479,475,387,2024-12-18,2025-07-15,11496,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,1311,928,865,2024-04-15,2024-08-28,7866,Elementary,
SCH005,Riverside High,Durham County,iReady,Per Student,1140,827,718,2024-10-02,2025-01-26,17100,High,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,1222,869,697,2024-12-13,2025-03-01,10998,High,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,617,591,359,2024-12-25,2025-04-01,7404,Elementary,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,709,551,476,2024-09-07,2024-12-18,16307,Middle,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,898,730,596,2024-02-08,2025-01-27,6286,High,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,619,548,462,2024-08-20,2025-05-26,9285,Elementary,
SCH005,Riverside High,Durham County,Google Workspace,Per User,240,237,176,2024-11-21,2025-06-22,1680,High,
SCH005,Riverside High,Durham County,Canvas,Site License,496,406,257,2024-09-10,2025-02-24,7440,High,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,1170,997,564,2024-10-16,2025-07-21,17550,High,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,253,231,215,2024-08-23,2024-09-30,2024,Elementary,
SCH002,Pine Valley High,Wake County,Canvas,Site License,984,590,514,2024-04-13,2024-07-19,24600,Middle,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,611,389,361,2024-07-03,2024-12-08,4277,High,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,1378,995,523,2024-07-21,2025-07-06,19292,High,
SCH002,Pine Valley High,Wake County,Canvas,Site License,1392,928,824,2024-02-18,2024-03-19,15312,Middle,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,321,249,190,2024-12-14,2025-08-28,1605,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,753,512,472,2024-12-21,2025-03-28,15060,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,834,545,324,2024-02-22,2024-08-30,13344,Elementary,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,833,567,356,2024-02-05,2024-12-02,19159,High,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,1381,996,723,2024-06-28,2024-11-14,34525,Elementary,
SCH002,Pine Valley High,Wake County,Canvas,Site License,1311,1239,841,2024-02-14,2024-05-05,11799,Middle,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,836,680,559,2024-06-10,2024-09-19,10032,Elementary,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,222,164,152,2024-11-03,2025-10-06,5328,High,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,104,104,71,2024-04-15,2025-02-04,2496,High,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,852,662,661,2024-01-28,2024-06-28,17040,High,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,543,452,389,2024-10-31,2025-01-05,11403,Elementary,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,698,485,341,2024-10-18,2025-06-20,11168,Elementary,
SCH005,Riverside High,Durham County,Zoom,Per Host,403,361,198,2024-01-09,2024-12-04,2821,High,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,491,304,167,2024-07-22,2025-05-07,6874,Elementary,
SCH005,Riverside High,Durham County,Canvas,Site License,917,909,659,2024-02-12,2025-02-03,20174,High,
SCH005,Riverside High,Durham County,PowerSchool,Site License,362,288,165,2024-06-07,2024-08-16,7602,High,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,1148,855,627,2024-10-27,2025-10-16,28700,Middle,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,1480,1335,911,2024-01-30,2024-07-03,10360,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,978,899,760,2024-01-29,2024-08-04,9780,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,1499,1039,530,2024-03-24,2025-01-02,23984,Elementary,
SCH005,Riverside High,Durham County,PowerSchool,Site License,580,390,290,2024-03-05,2024-08-19,4640,High,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,929,696,616,2024-02-02,2024-07-15,21367,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,982,850,609,2024-01-29,2024-11-09,22586,Elementary,
SCH002,Pine Valley High,Wake County,iReady,Per Student,372,288,170,2024-10-20,2025-01-17,4464,Middle,
SCH005,Riverside High,Durham County,Google Workspace,Per User,140,138,70,2024-05-05,2024-06-27,2800,High,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,357,259,138,2024-10-10,2025-10-10,6426,High,
SCH002,Pine Valley High,Wake County,iReady,Per Student,558,440,404,2024-06-12,2024-11-27,3906,Middle,
SCH005,Riverside High,Durham County,iReady,Per Student,294,240,206,2024-01-27,2024-05-27,3528,High,
SCH005,Riverside High,Durham County,Google Workspace,Per User,871,557,516,2024-05-24,2024-11-29,13065,High,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,985,595,485,2024-04-12,2024-10-08,22655,Elementary,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,1325,1043,996,2024-07-07,2025-06-04,26500,High,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,1169,1090,796,2024-03-18,2024-04-20,21042,Middle,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,1159,872,761,2024-12-21,2025-01-24,17385,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,820,649,377,2024-04-15,2025-02-10,9840,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,172,121,105,2024-05-23,2024-08-08,1032,Elementary,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,895,895,637,2024-08-22,2024-11-03,20585,Middle,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,323,293,165,2024-10-30,2025-09-15,1938,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,317,250,162,2024-05-13,2024-11-20,5389,Elementary,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,977,725,481,2024-02-08,2024-06-20,8793,High,
SCH005,Riverside High,Durham County,Google Workspace,Per User,368,247,144,2024-08-18,2025-05-13,5520,High,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,1147,871,829,2024-04-16,2025-01-02,16058,Elementary,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,295,188,114,2024-12-17,2025-06-20,7080,Elementary,
